4,512,[2.217742  2.5234451],[2.217742  2.5234451],[2.2177422 2.523445 ]
4,512,[2.1294453 1.701741 ],[2.1294453 1.701741 ],[2.129445  1.7017409]
4,512,[1.700456   0.47233075],[1.700456   0.47233075],[1.7004559 0.4723308]
4,512,[0.9614206 1.9381311],[0.9614206 1.9381311],[0.96142083 1.938131  ]
4,1024,[2.2268798 2.578247 ],[2.2268798 2.578247 ],[2.2268794 2.578247 ]
4,1024,[2.1587477 1.7011017],[2.1587477 1.7011017],[2.1579378 1.7005236]
4,1024,[1.7110068 0.4843111],[1.7110068 0.4843111],[1.7078736  0.48466128]
4,1024,[1.0103073 1.9532588],[1.0103073 1.9532588],[1.0103071 1.9532586]
4,2048,[2.1672785 2.6540124],[2.1672785 2.6540124],[2.2580948 2.6330657]
4,2048,[2.1887958 1.7634964],[2.1887958 1.7634964],[2.1391466 1.7303873]
4,2048,[1.7028092  0.48835224],[1.7028092  0.48835224],[1.7016448  0.47126526]
4,2048,[1.0191116 1.8980192],[1.0191116 1.8980192],[1.0092161 1.9545691]
4,4096,[2.2823546 2.4609199],[2.2823546 2.4609199],[2.2642205 2.6074576]
4,4096,[2.1276724 1.6085348],[2.1276724 1.6085348],[2.159836  1.7061428]
4,4096,[1.6793511  0.46399888],[1.6793511  0.46399888],[1.7102075 0.48074  ]
4,4096,[1.0393033 1.9568151],[1.0393033 1.9568151],[1.0201764 1.9417598]
4,8192,[2.2156672 2.5996158],[2.2156672 2.5996158],[2.2642388 2.57518  ]
4,8192,[2.141032  1.6840252],[2.141032  1.6840252],[2.1600978 1.685128 ]
4,8192,[1.7064408  0.45808366],[1.7064408  0.45808366],[1.7112325  0.47149998]
4,8192,[0.96101993 1.9679903 ],[0.96101993 1.9679903 ],[1.0139441 1.9622947]
4,16384,[2.265182  2.6310058],[2.265182  2.6310058],[2.260325  2.5719588]
4,16384,[2.2337363 1.7414757],[2.2337363 1.7414757],[2.1477346 1.6857705]
4,16384,[1.7376713  0.49621338],[1.7376713  0.49621338],[1.7074455 0.4651435]
4,16384,[1.0244403 1.9764657],[1.0244403 1.9764657],[1.0132539 1.9603806]
4,32768,[2.1549144 2.5183332],[2.1549144 2.5183332],[2.2510107 2.5763955]
4,32768,[2.1648328 1.6905993],[2.1648328 1.6905993],[2.157088  1.6922472]
4,32768,[1.7138724 0.4369873],[1.7138724 0.4369873],[1.7120254  0.46165687]
4,32768,[0.97012687 1.8919877 ],[0.97012687 1.8919877 ],[1.0172536 1.9552963]
4,65536,[2.2517412 2.4380484],[2.2517412 2.4380484],[2.2515357 2.5682383]
4,65536,[2.1491697 1.6455628],[2.1491697 1.6455628],[2.1491444 1.6873844]
4,65536,[1.7257347  0.45917556],[1.7257347  0.45917556],[1.709546   0.46136528]
4,65536,[0.98763275 1.907981  ],[0.98763275 1.907981  ],[1.0153799 1.9603088]
8,512,[2.1644273 2.8025079],[2.1644273 2.8025079],[2.1644268 2.8025079]
8,512,[2.429738 2.047629],[2.429738 2.047629],[2.4297383 2.0476294]
8,512,[1.397091  0.5386942],[1.397091  0.5386942],[1.397091  0.5386943]
8,512,[0.7944812 1.5624398],[0.7944812 1.5624398],[0.7944812 1.5624399]
8,512,[1.1554214 2.255298 ],[1.1554214 2.255298 ],[1.1554213 2.2552977]
8,512,[1.9401501 1.7459298],[1.9401501 1.7459298],[1.9401499 1.74593  ]
8,512,[1.8910488  0.24758735],[1.8910488  0.24758735],[1.8910488 0.2475872]
8,512,[2.1265652 0.9712349],[2.1265652 0.9712349],[2.1265655  0.97123516]
8,1024,[2.2093935 2.789413 ],[2.2093935 2.789413 ],[2.2093937 2.7894135]
8,1024,[2.3999107 1.8235816],[2.3999107 1.8235816],[2.3999102 1.8235815]
8,1024,[1.4230042  0.47306746],[1.4230042  0.47306746],[1.423004   0.47306728]
8,1024,[0.847466  1.4455223],[0.847466  1.4455223],[0.847466  1.4455223]
8,1024,[0.9919924 2.2331157],[0.9919924 2.2331157],[0.99199235 2.2331154 ]
8,1024,[1.779167  1.9327654],[1.779167  1.9327654],[1.779167  1.9327654]
8,1024,[1.9618491 0.2557987],[1.9618491 0.2557987],[1.9618489  0.25579882]
8,1024,[1.9224274  0.95213157],[1.9224274  0.95213157],[1.9224273  0.95213175]
8,2048,[2.262405  2.7808096],[2.262405  2.7808096],[2.2624052 2.780809 ]
8,2048,[2.4003484 1.8214232],[2.4003484 1.8214232],[2.3993247 1.8203304]
8,2048,[1.3884695  0.50793695],[1.3884695  0.50793695],[1.3890234 0.5094265]
8,2048,[0.8914257 1.5072505],[0.8914257 1.5072505],[0.8914258 1.5072507]
8,2048,[1.0126611 2.2306683],[1.0126611 2.2306683],[1.0124731 2.229419 ]
8,2048,[1.814672  1.8963015],[1.814672  1.8963015],[1.8142047 1.8983316]
8,2048,[1.8743678  0.19546029],[1.8743678  0.19546029],[1.8715514  0.19425523]
8,2048,[1.9433246  0.87518215],[1.9433246  0.87518215],[1.9422637 0.8746717]
8,4096,[2.2693272 2.7392452],[2.2693272 2.7392452],[2.267486 2.75    ]
8,4096,[2.3886378 1.7873293],[2.3886378 1.7873293],[2.4087493 1.787066 ]
8,4096,[1.4048856  0.45585755],[1.4048856  0.45585755],[1.3947319  0.45245928]
8,4096,[0.94356734 1.4816003 ],[0.94356734 1.4816003 ],[0.91168976 1.4946803 ]
8,4096,[0.9908724 2.2506702],[0.9908724 2.2506702],[1.0134451 2.2243657]
8,4096,[1.751533  1.8681434],[1.751533  1.8681434],[1.8107504 1.8870561]
8,4096,[1.9441704 0.1946764],[1.9441704 0.1946764],[1.9424984  0.21307337]
8,4096,[1.928537  0.8373015],[1.928537  0.8373015],[1.9043792 0.8559596]
8,8192,[2.2420416 2.746107 ],[2.2420416 2.746107 ],[2.283127  2.6580753]
8,8192,[2.4164865 1.7671816],[2.4164865 1.7671816],[2.4337254 1.7305099]
8,8192,[1.402966  0.4160236],[1.402966  0.4160236],[1.384275  0.4710319]
8,8192,[0.8707915 1.4904665],[0.8707915 1.4904665],[0.8965859 1.5708035]
8,8192,[0.9888589 2.2384558],[0.9888589 2.2384558],[1.0211077 2.2780833]
8,8192,[1.7655917 1.887001 ],[1.7655917 1.887001 ],[1.8184565 1.8555326]
8,8192,[1.9770397  0.23761009],[1.9770397  0.23761009],[1.9273356  0.20723557]
8,8192,[1.8563308 0.9042746],[1.8563308 0.9042746],[1.886416   0.84302115]
8,16384,[2.260435  2.7438319],[2.260435  2.7438319],[2.2781718 2.7814667]
8,16384,[2.4452672 1.7492721],[2.4452672 1.7492721],[2.4680762 1.874045 ]
8,16384,[1.4458414  0.28187007],[1.4458414  0.28187007],[1.433879  0.4908573]
8,16384,[0.88443786 1.6216428 ],[0.88443786 1.6216428 ],[0.9143119 1.5746249]
8,16384,[1.0677611 2.3018737],[1.0677611 2.3018737],[1.0048485 2.2813182]
8,16384,[1.8771393 1.8855286],[1.8771393 1.8855286],[1.8265711 2.003295 ]
8,16384,[2.0307267  0.33798108],[2.0307267  0.33798108],[1.9747883 0.3304758]
8,16384,[1.6293216 0.9273481],[1.6293216 0.9273481],[1.9513447 1.2585886]
8,32768,[2.263144  2.6652584],[2.263144  2.6652584],[2.279988  2.6888747]
8,32768,[2.4148226 1.753916 ],[2.4148226 1.753916 ],[2.4233809 1.7445606]
8,32768,[1.3735557  0.45604178],[1.3735557  0.45604178],[1.4040405  0.35970676]
8,32768,[0.92940086 1.5054281 ],[0.92940086 1.5054281 ],[0.8710545 1.6163689]
8,32768,[0.9769297 2.2179768],[0.9769297 2.2179768],[1.0560755 2.2992408]
8,32768,[1.7792802 1.8016386],[1.7792802 1.8016386],[1.8133278 1.8753363]
8,32768,[1.9304237 0.2135102],[1.9304237 0.2135102],[2.0016425  0.26179087]
8,32768,[1.8498952  0.85876054],[1.8498952  0.85876054],[1.7712435  0.87094784]
8,65536,[2.2869306 2.8241274],[2.2869306 2.8241274],[2.2828398 2.678874 ]
8,65536,[2.4917397 1.9727845],[2.4917397 1.9727845],[2.412552  1.7376214]
8,65536,[1.539341   0.21534382],[1.539341   0.21534382],[1.398488   0.37050366]
8,65536,[1.4694934 0.839157 ],[1.4694934 0.839157 ],[0.87841123 1.6139604 ]
8,65536,[0.8585094 1.8927014],[0.8585094 1.8927014],[1.0481606 2.3044055]
8,65536,[1.676513  2.1973274],[1.676513  2.1973274],[1.7990214 1.8778641]
8,65536,[2.053114   0.46887243],[2.053114   0.46887243],[1.989192   0.24903655]
8,65536,[2.0642846 1.5377388],[2.0642846 1.5377388],[1.7861589  0.86276114]
12,512,[2.0057623 2.3158045],[2.0057623 2.3158045],[2.0057623 2.3158045]
12,512,[2.4846873 2.0111206],[2.4846873 2.0111206],[2.4846878 2.0111208]
12,512,[0.6526183 1.662984 ],[0.6526183 1.662984 ],[0.6526183 1.662984 ]
12,512,[1.2484282 1.147927 ],[1.2484282 1.147927 ],[1.2371976 1.1120543]
12,512,[1.0666821 2.2682087],[1.0666821 2.2682087],[1.0666821 2.2682087]
12,512,[1.7347633 1.9045451],[1.7347633 1.9045451],[1.7347635 1.904545 ]
12,512,[1.62744    0.13624482],[1.62744    0.13624482],[1.5384637  0.12009251]
12,512,[2.1685019 1.5042094],[2.1685019 1.5042094],[2.1685019 1.5042093]
12,512,[2.2736814 2.9013455],[2.2736814 2.9013455],[2.2736812 2.9013457]
12,512,[1.3313247 0.5244383],[1.3313247 0.5244383],[1.4549547 0.5404504]
12,512,[1.8043649 0.7512383],[1.8043649 0.7512383],[2.0231655  0.77632844]
12,512,[2.127284 0.466258],[2.127284 0.466258],[2.0558555 0.2578436]
12,1024,[1.8419023 2.281563 ],[1.8419023 2.281563 ],[1.7922974 2.2788925]
12,1024,[2.4591508 2.0617213],[2.4591508 2.0617213],[2.426568 2.100425]
12,1024,[0.77474153 1.5024238 ],[0.77474153 1.5024238 ],[0.7598134 1.5069404]
12,1024,[1.6216675 1.1442764],[1.6216675 1.1442764],[1.6132936 1.3000586]
12,1024,[0.9702336 2.2382076],[0.9702336 2.2382076],[0.9839336 2.2255054]
12,1024,[1.6652169 1.7921461],[1.6652169 1.7921461],[1.8035183 1.7827098]
12,1024,[1.6333042  0.12002521],[1.6333042  0.12002521],[1.4931834  0.18362951]
12,1024,[2.2696323 1.5668204],[2.2696323 1.5668204],[2.3481035 1.5611876]
12,1024,[2.2472243 2.9052272],[2.2472243 2.9052272],[2.246465  2.9116216]
12,1024,[1.296305  0.5862499],[1.296305  0.5862499],[1.4117023  0.67577994]
12,1024,[1.6828331  0.61655647],[1.6828331  0.61655647],[2.0110042  0.74857175]
12,1024,[2.1193533  0.52246684],[2.1193533  0.52246684],[2.019309   0.24147284]
12,2048,[1.7439922 2.4212527],[1.7439922 2.4212527],[1.5760423 2.428082 ]
12,2048,[2.4334455 2.1380658],[2.4334455 2.1380658],[2.419441  2.1538973]
12,2048,[0.83381706 1.5006728 ],[0.83381706 1.5006728 ],[0.8350346 1.4867047]
12,2048,[1.7421181 1.3317126],[1.7421181 1.3317126],[1.7330815 1.375806 ]
12,2048,[0.9438039 2.1781433],[0.9438039 2.1781433],[0.92560846 2.1410806 ]
12,2048,[1.7803344 1.8836358],[1.7803344 1.8836358],[1.85863  1.923193]
12,2048,[1.9272021  0.18788421],[1.9272021  0.18788421],[1.9687431  0.20347774]
12,2048,[2.3410494 1.6136854],[2.3410494 1.6136854],[2.3617024 1.6111676]
12,2048,[2.3116174 2.9086957],[2.3116174 2.9086957],[2.2947915 2.8976698]
12,2048,[1.4130762  0.18641794],[1.4130762  0.18641794],[1.4633473 0.1804843]
12,2048,[1.4379115 0.6871188],[1.4379115 0.6871188],[1.4048585  0.68254083]
12,2048,[2.0243006 0.7016559],[2.0243006 0.7016559],[1.9938787 0.7198917]
12,4096,[1.8779832 2.314378 ],[1.8779832 2.314378 ],[1.7028888 2.3577693]
12,4096,[2.484982  2.0929484],[2.484982  2.0929484],[2.4369955 2.137339 ]
12,4096,[0.7204952 1.6201233],[0.7204952 1.6201233],[0.72458744 1.6234975 ]
12,4096,[1.3639269 1.3197975],[1.3639269 1.3197975],[1.3736166 1.3564599]
12,4096,[0.9780913 2.2665544],[0.9780913 2.2665544],[0.9924503 2.21107  ]
12,4096,[1.5979676 1.8479749],[1.5979676 1.8479749],[1.8357754 1.804852 ]
12,4096,[1.5601076  0.17914538],[1.5601076  0.17914538],[2.021169   0.20977175]
12,4096,[2.2659423 1.5758222],[2.2659423 1.5758222],[2.3342435 1.5524125]
12,4096,[2.2887483 2.9001594],[2.2887483 2.9001594],[2.2857418 2.8933954]
12,4096,[1.3547113 0.6284206],[1.3547113 0.6284206],[1.4998114  0.18840241]
12,4096,[1.9266964 0.7604268],[1.9266964 0.7604268],[1.412534   0.66147584]
12,4096,[2.0620177  0.23421408],[2.0620177  0.23421408],[1.9800311 0.75534  ]
12,8192,[2.1275403 2.1678476],[2.1275403 2.1678476],[2.040607 2.079131]
12,8192,[2.6232648 1.8822633],[2.6232648 1.8822633],[2.552388  2.2228203]
12,8192,[0.73745847 1.7165169 ],[0.73745847 1.7165169 ],[0.79327756 1.6442106 ]
12,8192,[1.269878  1.0945945],[1.269878  1.0945945],[1.8432711 1.4763027]
12,8192,[0.9964072 2.4044561],[0.9964072 2.4044561],[0.93219084 2.3796685 ]
12,8192,[1.4760439 1.9244194],[1.4760439 1.9244194],[1.4088495 2.0130565]
12,8192,[1.9548447  0.16708623],[1.9548447  0.16708623],[2.0113354  0.19394124]
12,8192,[2.1153722 1.5148232],[2.1153722 1.5148232],[2.4381878 1.5839847]
12,8192,[2.3032699 2.8550847],[2.3032699 2.8550847],[2.230917  2.8804696]
12,8192,[1.3959956  0.27248928],[1.3959956  0.27248928],[1.4809041  0.23004305]
12,8192,[1.6752425  0.73881614],[1.6752425  0.73881614],[1.3954334 0.7729194]
12,8192,[2.1115017 0.6660494],[2.1115017 0.6660494],[1.9766356 0.7122764]
12,16384,[2.103853  2.1636305],[2.103853  2.1636305],[1.8435842 2.39113  ]
12,16384,[2.589386  2.0739465],[2.589386  2.0739465],[2.447372  2.1295295]
12,16384,[0.7789087 1.7252781],[0.7789087 1.7252781],[0.81040365 1.6577086 ]
12,16384,[1.4845349 1.2880917],[1.4845349 1.2880917],[1.6744027 1.3565917]
12,16384,[1.0279907 2.3966558],[1.0279907 2.3966558],[0.9744711 2.3042204]
12,16384,[1.5733935 1.938131 ],[1.5733935 1.938131 ],[1.698078  1.8912729]
12,16384,[1.9669992  0.13365577],[1.9669992  0.13365577],[2.0167959  0.17401779]
12,16384,[2.2624376 1.5296375],[2.2624376 1.5296375],[2.335502  1.5617193]
12,16384,[2.2654831 2.8849778],[2.2654831 2.8849778],[2.3071752 2.8990483]
12,16384,[1.3948735 0.2106064],[1.3948735 0.2106064],[1.4675688  0.20570624]
12,16384,[1.4941176 0.7054879],[1.4941176 0.7054879],[1.4026529  0.73114544]
12,16384,[1.9858998  0.63842505],[1.9858998  0.63842505],[1.9669497 0.6857244]
12,32768,[1.9795529 2.2677536],[1.9795529 2.2677536],[2.0110018 2.1015592]
12,32768,[2.4827073 2.1470711],[2.4827073 2.1470711],[2.5314522 2.1781807]
12,32768,[0.7900073 1.6819409],[0.7900073 1.6819409],[0.7739016 1.6697512]
12,32768,[1.8055636 1.4484102],[1.8055636 1.4484102],[1.8103235 1.4737403]
12,32768,[1.0439011 2.3199618],[1.0439011 2.3199618],[0.9862376 2.3995237]
12,32768,[1.6485314 1.9159162],[1.6485314 1.9159162],[1.397363  1.9919243]
12,32768,[2.0042458 0.1778791],[2.0042458 0.1778791],[2.0116806  0.16891122]
12,32768,[2.40756  1.565518],[2.40756  1.565518],[2.4059076 1.5753622]
12,32768,[2.2712238 2.9082675],[2.2712238 2.9082675],[2.2564244 2.8886576]
12,32768,[1.4656687 0.2493116],[1.4656687 0.2493116],[1.4619024 0.2255876]
12,32768,[1.3817221 0.7935952],[1.3817221 0.7935952],[1.402841  0.7852299]
12,32768,[1.9629549 0.7067847],[1.9629549 0.7067847],[1.9747392 0.6835482]
12,65536,[1.685037  2.4262118],[1.685037  2.4262118],[2.0110834 2.1195936]
12,65536,[2.3903058 2.1508968],[2.3903058 2.1508968],[2.5366898 2.165306 ]
12,65536,[0.8395849 1.5991185],[0.8395849 1.5991185],[0.77503884 1.679875  ]
12,65536,[1.7949032 1.3654289],[1.7949032 1.3654289],[1.8028249 1.4874572]
12,65536,[0.8971053 2.2252522],[0.8971053 2.2252522],[0.9861665 2.41463  ]
12,65536,[1.706095  1.8993497],[1.706095  1.8993497],[1.4005353 2.0020537]
12,65536,[2.0298727  0.14996973],[2.0298727  0.14996973],[2.010249   0.17150176]
12,65536,[2.3680024 1.5983233],[2.3680024 1.5983233],[2.3933508 1.5731199]
12,65536,[2.293527  2.8987646],[2.293527  2.8987646],[2.2624183 2.8845737]
12,65536,[1.4836277  0.21095112],[1.4836277  0.21095112],[1.461159 0.221017]
12,65536,[1.3974963 0.7508977],[1.3974963 0.7508977],[1.4037248 0.7821361]
12,65536,[1.9900646  0.66051257],[1.9900646  0.66051257],[1.9693964  0.68597937]
16,512,[2.312424  2.1968534],[2.312424  2.1968534],[2.3124244 2.1968532]
16,512,[2.5543168 1.7556027],[2.5543168 1.7556027],[2.554317  1.7556028]
16,512,[1.2760712  0.87445945],[1.2760712  0.87445945],[1.2760712 0.8744594]
16,512,[1.187259  1.4092433],[1.187259  1.4092433],[1.187259  1.4092435]
16,512,[0.85611933 2.2362697 ],[0.85611933 2.2362697 ],[0.8561193 2.23627  ]
16,512,[1.9599684 1.7809024],[1.9599684 1.7809024],[1.9599686 1.7809024]
16,512,[1.611257   0.09349921],[1.611257   0.09349921],[1.6112571  0.09349906]
16,512,[2.0773866 1.399447 ],[2.0773866 1.399447 ],[2.0773869 1.399447 ]
16,512,[2.5214097 2.900424 ],[2.5214097 2.900424 ],[2.5214097 2.9004238]
16,512,[1.3189477  0.38530794],[1.3189477  0.38530794],[1.3189479  0.38530785]
16,512,[1.6757691 0.5416338],[1.6757691 0.5416338],[1.6757692 0.5416337]
16,512,[2.092985   0.27168182],[2.092985   0.27168182],[2.092985   0.27168167]
16,512,[2.0518484  0.80984485],[2.0518484  0.80984485],[2.0518482 0.809845 ]
16,512,[1.9042716 2.7608762],[1.9042716 2.7608762],[1.9042716 2.7608762]
16,512,[0.6358065 1.5586568],[0.6358065 1.5586568],[0.63580644 1.5586567 ]
16,512,[1.4851873 2.1736069],[1.4851873 2.1736069],[1.485187 2.173607]
16,1024,[2.4577858 2.2374892],[2.4577858 2.2374892],[2.4577856 2.2374887]
16,1024,[2.5369005 1.6219229],[2.5369005 1.6219229],[2.536901  1.6219231]
16,1024,[1.3101361  0.90730643],[1.3101361  0.90730643],[1.3602346 0.9054152]
16,1024,[1.420142  1.7407383],[1.420142  1.7407383],[1.4201419 1.740738 ]
16,1024,[0.9364931 2.2654912],[0.9364931 2.2654912],[0.93649316 2.2654915 ]
16,1024,[2.106533  1.8650857],[2.106533  1.8650857],[2.1065335 1.8650854]
16,1024,[1.6263616  0.10016293],[1.6263616  0.10016293],[1.609047   0.09631097]
16,1024,[1.9461285 1.3845285],[1.9461285 1.3845285],[1.9461285 1.3845286]
16,1024,[2.4488065 2.9425666],[2.4488065 2.9425666],[2.4488063 2.9425664]
16,1024,[1.333716   0.40316173],[1.333716   0.40316173],[1.3202155  0.42584372]
16,1024,[1.6681473  0.60713345],[1.6681473  0.60713345],[1.6682768  0.56136787]
16,1024,[2.0891728 0.2578901],[2.0891728 0.2578901],[2.0860353  0.25613046]
16,1024,[2.080674  0.7574272],[2.080674  0.7574272],[2.0658262 0.7614979]
16,1024,[1.9092269 2.8264844],[1.9092269 2.8264844],[1.9092268 2.8264847]
16,1024,[0.7069669 1.5032158],[0.7069669 1.5032158],[0.7140163 1.4976889]
16,1024,[1.7196826 2.2080097],[1.7196826 2.2080097],[1.7196825 2.2080097]
16,2048,[2.5111127 2.221844 ],[2.5111127 2.221844 ],[2.5111122 2.2218444]
16,2048,[2.4766095 1.6200663],[2.4766095 1.6200663],[2.467076  1.6158806]
16,2048,[1.294022  0.7508778],[1.294022  0.7508778],[1.2926834  0.74859136]
16,2048,[1.3247373 1.7497172],[1.3247373 1.7497172],[1.2822337 1.8087995]
16,2048,[0.8542758 2.2184813],[0.8542758 2.2184813],[0.8298305 2.2337897]
16,2048,[2.074951 1.953204],[2.074951 1.953204],[2.0749512 1.9532044]
16,2048,[1.775615   0.10875578],[1.775615   0.10875578],[1.763695   0.10784423]
16,2048,[1.8875611 1.4396379],[1.8875611 1.4396379],[1.863853  1.4475921]
16,2048,[2.4634433 2.8959157],[2.4634433 2.8959157],[2.463443 2.895916]
16,2048,[1.3817353  0.19390382],[1.3817353  0.19390382],[1.3837286  0.19211149]
16,2048,[1.6878713 0.6164129],[1.6878713 0.6164129],[1.6874647  0.61752796]
16,2048,[2.1005778  0.25308004],[2.1005778  0.25308004],[2.0920818  0.24496293]
16,2048,[2.085124  0.7575192],[2.085124  0.7575192],[2.0856886 0.7559698]
16,2048,[1.950394  2.8499086],[1.950394  2.8499086],[1.9503942 2.849909 ]
16,2048,[0.75126636 1.5114466 ],[0.75126636 1.5114466 ],[0.76654214 1.5062356 ]
16,2048,[1.5690581 2.292855 ],[1.5690581 2.292855 ],[1.5695041 2.3027494]
16,4096,[2.5265026 2.2218285],[2.5265026 2.2218285],[2.519543  2.1927714]
16,4096,[2.5025127 1.6595066],[2.5025127 1.6595066],[2.455456  1.6111718]
16,4096,[1.3360444 0.9549135],[1.3360444 0.9549135],[1.3228796 1.1879846]
16,4096,[1.4783633 1.6954505],[1.4783633 1.6954505],[1.3996664 1.9324015]
16,4096,[0.8375737 2.1996176],[0.8375737 2.1996176],[0.7904071 2.0409203]
16,4096,[2.0373158 2.0182037],[2.0373158 2.0182037],[2.012796  2.0452118]
16,4096,[1.6195724  0.10891673],[1.6195724  0.10891673],[1.5543851  0.14346862]
16,4096,[2.0721943 1.4581724],[2.0721943 1.4581724],[1.9448344 1.4854861]
16,4096,[2.4678895 2.875214 ],[2.4678895 2.875214 ],[2.472362  2.8648908]
16,4096,[1.2880956  0.41740057],[1.2880956  0.41740057],[1.2682363  0.55400515]
16,4096,[1.6808127 0.6178309],[1.6808127 0.6178309],[1.6753298  0.65363413]
16,4096,[2.0863736  0.22025323],[2.0863736  0.22025323],[2.0563126  0.20260549]
16,4096,[2.0612848  0.75637907],[2.0612848  0.75637907],[2.0721662 0.7413338]
16,4096,[1.9823564 2.8338513],[1.9823564 2.8338513],[1.9862527 2.8534431]
16,4096,[0.7616478 1.5430846],[0.7616478 1.5430846],[0.7206079 1.4884577]
16,4096,[1.4063389 2.2949343],[1.4063389 2.2949343],[1.1397738 2.518132 ]
16,8192,[2.5271368 2.228085 ],[2.5271368 2.228085 ],[2.5118582 2.2015839]
16,8192,[2.5547543 1.6325613],[2.5547543 1.6325613],[2.4795535 1.5952115]
16,8192,[1.2568437  0.75459886],[1.2568437  0.75459886],[1.3605036  0.96479356]
16,8192,[1.443843  1.6806015],[1.443843  1.6806015],[1.4063705 1.8563554]
16,8192,[0.81644005 2.2208252 ],[0.81644005 2.2208252 ],[0.77391624 2.143457  ]
16,8192,[2.048509  2.0318809],[2.048509  2.0318809],[2.010984  2.0516305]
16,8192,[2.0008867  0.13916844],[2.0008867  0.13916844],[1.6087637  0.11063957]
16,8192,[2.053254  1.4704297],[2.053254  1.4704297],[1.9473767 1.4694564]
16,8192,[2.4610736 2.9035933],[2.4610736 2.9035933],[2.4825337 2.8808656]
16,8192,[1.4075768  0.12789007],[1.4075768  0.12789007],[1.2841185  0.41539007]
16,8192,[1.6363754  0.43867362],[1.6363754  0.43867362],[1.6684488 0.6092122]
16,8192,[2.0947242  0.67583454],[2.0947242  0.67583454],[2.0666068 0.2125498]
16,8192,[1.6783866 0.8508508],[1.6783866 0.8508508],[2.0510929 0.7461712]
16,8192,[2.0052915 2.8038282],[2.0052915 2.8038282],[1.9946022 2.820323 ]
16,8192,[0.74775505 1.5626798 ],[0.74775505 1.5626798 ],[0.7735444 1.5282363]
16,8192,[1.4119936 2.2920804],[1.4119936 2.2920804],[1.2485774 2.4680977]
16,16384,[2.4684138 2.198884 ],[2.4684138 2.198884 ],[2.5094724 2.159656 ]
16,16384,[2.5714624 1.6299975],[2.5714624 1.6299975],[2.446277 1.575819]
16,16384,[1.3096517  0.85615325],[1.3096517  0.85615325],[1.3500328 1.0026366]
16,16384,[1.4471529 1.7195748],[1.4471529 1.7195748],[1.3843933 1.9291878]
16,16384,[0.80522954 2.2125592 ],[0.80522954 2.2125592 ],[0.7696749 2.03293  ]
16,16384,[2.0124736 2.0534425],[2.0124736 2.0534425],[2.0014193 2.0708854]
16,16384,[1.9615631  0.10865946],[1.9615631  0.10865946],[1.6029885  0.10438395]
16,16384,[2.0539637 1.5050343],[2.0539637 1.5050343],[1.8991244 1.482392 ]
16,16384,[2.5135045 2.8523645],[2.5135045 2.8523645],[2.5084105 2.8576126]
16,16384,[1.3603774  0.17401375],[1.3603774  0.17401375],[1.2753875  0.39710486]
16,16384,[1.6183507 0.473073 ],[1.6183507 0.473073 ],[1.6578914 0.624194 ]
16,16384,[2.130186  0.5869685],[2.130186  0.5869685],[2.0686283  0.19938481]
16,16384,[1.7843891  0.89290893],[1.7843891  0.89290893],[2.050809   0.72971326]
16,16384,[2.0115452 2.83631  ],[2.0115452 2.83631  ],[1.9997954 2.8319955]
16,16384,[0.74706167 1.5620506 ],[0.74706167 1.5620506 ],[0.7860902 1.4743218]
16,16384,[1.3789324 2.3436937],[1.3789324 2.3436937],[1.1237633 2.5229325]
16,32768,[2.4890997 2.1723096],[2.4890997 2.1723096],[2.4850407 2.1369686]
